solution_group,solution_priority_action_area,solution_name,state,annual_tons_diversion_potential,annual_mtco2e_reduction_potential,annual_gallons_water_savings_potential,annual_meal_equivalents_diverted,jobs_created,annual_us_dollars_cost,annual_us_dollars_gross_financial_benefit,annual_us_dollars_net_financial_benefit
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Kansas,31542.698539841105,194516.28225509846,0,52571164.23306851,11.958625583917257,1985525.6006728453,174836854.10370946,172851328.50303662
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Kentucky,52228.242640480516,324013.61906422104,0,87047071.06746753,19.80103249107217,3287623.368997571,289493989.4598133,286206366.0908157
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Louisiana,50617.639919261776,317089.63035905873,0,84362733.19876963,19.19041273439012,3186240.3839161284,280566639.3590259,277380398.97510976
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Maine,18274.754128618944,109760.99529713101,0,30457923.54769824,6.928416159012654,1150345.2097652222,101294457.0145395,100144111.80477427
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Maryland,59401.060556399294,355776.7546967874,0,99001767.59399882,22.52042708344488,3739132.4110357137,329251935.9111597,325512803.5
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Massachusetts,78656.99470218753,451542.77660216065,0,131094991.17031255,29.820833116466844,4951240.188150637,435984939.25979376,431033699.0716431
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Michigan,98742.60580560214,596082.5571448172,0,164571009.67600358,37.43579042604891,6215573.834196045,547316728.2516571,541101154.4174612
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Minnesota,50513.76511788572,304742.50827939715,0,84189608.52980953,19.15103120031842,3179701.7525705425,279990875.5742534,276811173.8216828
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Mississippi,30625.197064371718,193019.6445031305,0,51041995.11,11.610777837029925,1927771.421337219,169751269.1971434,167823497.7758062
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Missouri,62301.96190543895,390326.15733596234,0,103836603.17573158,23.620231307399536,3921736.124737301,345331234.43061525,341409498.3058779
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Montana,8147.551479573274,49664.13318076112,0,13579252.465955459,3.0889404546932147,512865.8229751495,45160760.97729432,44647895.15431917
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Nebraska,20446.165923354543,124591.1709988794,0,34076943.205590904,7.751652655691787,1287029.5743767295,113330294.93359834,112043265.3592216
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Nevada,33433.94479177849,199341.9387641746,0,55723241.319630824,12.675644319183018,2104574.319527867,185319772.8243926,183215198.50486472
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,New Hampshire,22553.013870708342,133611.97758970768,0,37588356.45118057,8.550411383732298,1419649.8234309526,125008264.2970925,123588614.47366154
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,New Jersey,84876.67560573164,497884.25468082837,0,141461126.00955275,32.178869639023006,5342751.892,470459777.90846086,465117026.0160594
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,New Mexico,23528.022408903922,141108.52390049605,0,39213370.68150654,8.920061495775695,1481023.9132545204,130412602.96922787,128931579.05597334
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,New York,133518.26500501586,794977.9480002535,0,222530441.67502642,50.62011222002663,8404605.363,740073440.1141052,731668834.7506793
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,North Carolina,120380.40964437726,737328.9892296124,0,200634016.0739621,45.63922280642452,7577613.718322001,667252108.7995912,659674495.0812693
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,North Dakota,8139.773060025922,49741.44441699469,0,13566288.433376538,3.085991461382325,512376.1929859926,45117646.26401638,44605270.071030386
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Ohio,120487.0298628353,743453.2919923059,0,200811716.43805885,45.67964519674743,7584325.1660768725,667843090.0549049,660258764.9
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Oklahoma,38952.369645291175,242030.56586594594,0,64920616.08,14.767817141771014,2451943.8956660386,215907645.31657097,213455701.42090493
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Oregon,35544.35873418258,210635.43837638316,0,59240597.89,13.475755005096966,2237419.038104102,197017508.00962052,194780088.97151643
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Pennsylvania,123425.19172901477,754246.8523,0,205708652.88169128,46.793575814262724,7769274.326239928,684128918.5131599,676359644.1869199
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Rhode Island,9599.766725859192,55814.86877797624,0,15999611.209765323,3.6395115599413628,604278.7547363975,53210191.01643239,52605912.261695996
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,South Carolina,58868.68583112736,365706.4101830397,0,98114476.38521227,22.318590515726157,3705620.8950554477,326301055.78740287,322595434.8923474
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,South Dakota,9245.713214033034,56550.46281,0,15409522.02338839,3.5052810222702706,581992.0657630035,51247720.93436667,50665728.86860367
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Tennessee,78832.25544599141,489122.3609993083,0,131387092.40998568,29.88727884596149,4962272.367061266,436956385.5377919,431994113.1707306
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Texas,220603.39447081322,1324939.0599000175,0,367672324.1,83.63626192874706,13886373.31596349,1222774375.0319889,1208888001.7160254
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Utah,27429.43632117999,159487.13728693183,0,45715727.20196665,10.39918504526736,1726607.1245914018,152037605.47550455,150310998.35091314
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Vermont,6072.762658334676,36856.460358543874,0,10121271.09722446,2.302336142841131,382263.6072086153,33660490.95516173,33278227.347953115
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Virginia,99547.51931065023,605684.4245765255,0,165912532.18441707,37.740953258650265,6266240.912302303,551778253.4718423,545512012.6
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Washington,64720.79159602951,383228.6810309098,0,107867985.99338251,24.537270113844684,4073994.7613364807,358738475.83012146,354664481.1
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,West Virginia,19432.123420576278,121816.1044148303,0,32386872.36762713,7.367203791825978,1223198.4044819437,107709596.34659351,106486397.94211158
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Wisconsin,52584.708480736546,324695.72168160457,0,87641180.80122758,19.93617760275924,3310061.907,291469830.74768156,288159768.84031034
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Wyoming,6942.491848038937,42365.08746023751,0,11570819.74673156,2.632072221887758,437010.65333179577,38481280.63040133,38044269.977069534
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Alabama,243.9438912304916,1335.2059685638103,0,406573.1520508193,0,38137.28174013401,460105.0284,421967.74664648494
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Alaska,44.23277071337407,242.3661518718684,0,73721.28452229012,0,6915.187055242976,83427.87401659657,76512.68696135358
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Arizona,324.2573022,1776.714261702596,0,540428.8371,0,50693.18206564905,611584.9612002666,560891.7791346175
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Arkansas,162.08042725161766,888.0928961306387,0,270134.0454193628,0,25339.05189212466,305701.5251,280362.4731813573
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,California,2028.162784736459,10574.006731770956,0,3380271.307894098,0,317075.43544620223,3825338.2404322815,3508262.804986079
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Colorado,329.71119230897904,1806.597950348411,0,549518.6538482985,0,51545.82297812968,621871.5981429213,570325.7751647917
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Connecticut,45.88616054379828,234.82821440225229,0,76476.93423966381,0,7173.671879237121,86546.34922,79372.67733681707
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Delaware,58.41288488402448,320.0637423509824,0,97354.80814,0,9132.053427692501,110173.13006749742,101041.0766398049
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Florida,901.2237581931952,4894.532598876193,0,1502039.5969886584,0,140893.97444530152,1699807.2005598375,1558913.2261145362
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Georgia,620.0280755333408,3397.341299130956,0,1033380.1258889014,0,96932.88602,1169441.1934432175,1072508.3074253178
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Hawaii,85.49862523104161,465.9121145145536,0,142497.7087184027,0,13366.53745409632,161259.81753638695,147893.28008229064
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Idaho,99.98415725,547.8466541636974,0,166640.26207561567,0,15631.151717645045,188581.1252560799,172949.97353843486
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Illinois,786.4027235945335,4308.963668005885,0,1310671.205990889,0,122943.28043900913,1483242.0916041818,1360298.8111651726
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Indiana,357.8234121757196,1953.231430926373,0,596372.3536261994,0,55940.78299943015,674894.339,618953.5559653807
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Iowa,217.43683732412276,1190.901699791475,0,362394.7288735379,0,33993.26740212812,410109.8072375393,376116.5398354111
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Kansas,215.8477459871043,1182.7020270582652,0,359746.2433118405,0,33744.83476573381,407112.60607361683,373367.7713
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Kentucky,246.5479802134108,1350.9188832712807,0,410913.3003556847,0,38544.395337924965,465016.6268257667,426472.2314878418
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Louisiana,257.53383708667275,1411.1140691582584,0,429223.0618111213,0,40261.88339068589,485737.1620399387,445475.2786492528
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Maine,95.33170197253756,511.54843617098766,0,158886.1699542293,0,14903.804143461639,179806.0825420519,164902.27839859025
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Maryland,327.1185851998843,1693.055231614026,0,545197.6419998072,0,51140.50441383902,616981.6557815516,565841.1513677125
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Massachusetts,455.5364547790195,2342.5019655007886,0,759227.4246316992,0,71216.87709078313,859191.8920371899,787975.0149464068
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Michigan,441.1175176328628,2411.444601798855,0,735195.8627214379,0,68962.67402153436,831996.1895685886,763033.5155470542
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Minnesota,345.3495044550746,1870.0934871444456,0,575582.5074251244,0,53990.65861,651367.1760711247,597376.5174660503
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Mississippi,173.64037781599924,951.4337334540188,0,289400.62969333207,0,27146.29161988356,327504.86417635466,300358.5725564711
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Missouri,329.3552542204856,1804.647646457845,0,548925.4237008092,0,51490.17693963105,621200.2597319284,569710.0827922972
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Montana,60.48880767111307,331.4384179450135,0,100814.67945185512,0,9456.595484485217,114088.54892903945,104631.95344455424
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Nebraska,130.79002471084195,716.6423102410113,0,217983.37451806996,0,20447.226598035842,246684.38192375092,226237.15532571508
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Nevada,131.9198410949644,722.8329522678456,0,219866.4018249407,0,20623.857894431723,248815.3399767122,228191.48208228048
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,New Hampshire,85.58818384685628,463.5549282868148,0,142646.9730780938,0,13380.538715396007,161428.7349430243,148048.1962276283
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,New Jersey,577.0445326918416,2989.408229360397,0,961740.8878,0,90212.99860745191,1088369.500688431,998156.5020809792
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,New Mexico,112.94948916561142,618.8880462033883,0,188249.1486093524,0,17658.103545798953,213035.16827849133,195377.0647326924
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,New York,1309.7970526638771,6794.675253426546,0,2182995.087773129,0,204768.8055145515,2470421.4032857735,2265652.5977712222
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,North Carolina,508.0499528931028,2783.7756951579545,0,846749.9214885046,0,79426.64230619698,958238.1293444058,878811.487
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,North Dakota,55.149736343701605,302.1838595864774,0,91916.22723950268,0,8621.904907004127,104018.47276412426,95396.56785712011
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Ohio,632.9980002031115,3468.407856382136,0,1054996.6670051855,0,98960.55585945335,1193903.898896738,1094943.3430372844
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Oklahoma,216.80763063865663,1186.3570776348142,0,361346.0510644277,0,33894.89956633049,408923.05417552503,375028.1546091946
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Oregon,186.33703388879908,970.2806116933168,0,310561.7231479985,0,29131.23966413869,351452.1549788575,322320.9153147188
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Pennsylvania,649.6719773679863,3523.122287552137,0,1082786.6289466438,0,101567.30350809424,1225352.8550401563,1123785.551532062
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Rhode Island,13.635873351468431,71.13308921105104,0,22726.45558578072,0,2131.7817845513473,25718.75796441144,23586.976179860096
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,South Carolina,26.21082156175073,143.61786198034758,0,43684.70260291789,0,4097.702473706879,49436.494342509395,45338.79186880252
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,South Dakota,60.32346868806996,330.5324703313259,0,100539.1144801166,0,9430.747002085694,113776.70140909239,104345.95440700668
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Tennessee,369.78522832388353,2026.177003214986,0,616308.7138731392,0,57810.84889968742,697455.6407897715,639644.7919
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Texas,2014.7450669876152,11039.462394359469,0,3357908.444979359,0,314977.7592981501,3800030.9479455757,3485053.1886474253
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Utah,196.28033661898803,1073.6170367116108,0,327133.89436498005,0,30685.738675103312,370206.3183311493,339520.57965604594
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Vermont,56.08665724760853,292.5824471018677,0,93477.76207934757,0,8768.379641,105785.60871048333,97017.22906988257
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Virginia,552.1816831168394,3010.297028785749,0,920302.8051947324,0,86326.03306664024,1041475.4298765904,955149.3968
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Washington,424.9694102890533,2213.990698287852,0,708282.3504817556,0,66438.13890719159,801539.0817872197,735100.9428800282
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,West Virginia,86.19901953420745,472.3132719,0,143665.03255701243,0,13476.034497593846,162580.8382806017,149104.80378300787
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Wisconsin,312.76624292189683,1712.880090802361,0,521277.0715364948,0,48896.712538889915,589911.5585640382,541014.8460251483
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Wyoming,45.32584510126489,248.3554722067732,0,75543.07516877481,0,7086.074244438989,85489.53262068104,78403.45837624205
Prevention,Reshape Consumer Environments,Standardized Date Labels,Alabama,19129.96373620294,138320.74040807402,0,31883272.893671565,0,262629.7591189044,89978084.27940011,89715454.52028121
Prevention,Reshape Consumer Environments,Standardized Date Labels,Alaska,2484.3370546554506,17903.441434876444,0,4140561.7577590845,0,34081.15120343996,11646471.776440198,11612390.625236757
Prevention,Reshape Consumer Environments,Standardized Date Labels,Arizona,32213.823837744127,233264.84849146832,0,53689706.39624022,0,441864.36686677847,150929479.31223828,150487614.9453715
Prevention,Reshape Consumer Environments,Standardized Date Labels,Arkansas,15852.895248119397,107330.64404878218,0,26421492.080198996,0,216723.95066296632,73181501.23,72964777.27510443
Prevention,Reshape Consumer Environments,Standardized Date Labels,California,113417.08254454996,790786.2252722331,0,189028470.90758327,0,1550293.0003813177,523226112.4794152,521675819.4790339
Prevention,Reshape Consumer Environments,Standardized Date Labels,Colorado,26272.208934284336,185388.02742457754,0,43787014.890473895,0,360230.34397068125,122887420.71151526,122527190.36754459
Prevention,Reshape Consumer Environments,Standardized Date Labels,Connecticut,12981.940064400796,91733.66751004108,0,21636566.77400133,0,178133.92131330125,60922769.53356596,60744635.61225266
Prevention,Reshape Consumer Environments,Standardized Date Labels,Delaware,3990.4158307615608,29707.97062108298,0,6650693.051269269,0,54730.32540085501,18689046.627846785,18634316.30244593
Prevention,Reshape Consumer Environments,Standardized Date Labels,Florida,94500.84302530135,687969.8057241444,0,157501405.0421689,0,1295865.9787230392,442208043.52014387,440912177.54142076
Prevention,Reshape Consumer Environments,Standardized Date Labels,Georgia,42386.27086,304030.50426462956,0,70643784.77223016,0,580488.2611212089,197219542.7,196639054.4518308
Prevention,Reshape Consumer Environments,Standardized Date Labels,Hawaii,3184.7920198918578,22997.549951566714,0,5307986.699819762,0,43487.78430740819,14624440.32298217,14580952.538674762
Prevention,Reshape Consumer Environments,Standardized Date Labels,Idaho,5510.275057505688,36779.15332203486,0,9183791.762509478,0,75555.11269104817,25775942.230693724,25700387.118002675
Prevention,Reshape Consumer Environments,Standardized Date Labels,Illinois,49098.38564179767,322828.27766070614,0,81830642.73632945,0,670076.2070595201,224923743.2887272,224253667.0816677
Prevention,Reshape Consumer Environments,Standardized Date Labels,Indiana,31557.772550377744,211230.4400784558,0,52596287.58396291,0,432245.0850212655,146918884.57298106,146486639.4879598
Prevention,Reshape Consumer Environments,Standardized Date Labels,Iowa,19106.12938926833,119722.8433024724,0,31843548.982113887,0,259571.89783864794,85743114.82093851,85483542.92309986
Prevention,Reshape Consumer Environments,Standardized Date Labels,Kansas,13517.734183826782,95889.18374242452,0,22529556.973044638,0,184798.41380110613,62399171.26959058,62214372.85578947
Prevention,Reshape Consumer Environments,Standardized Date Labels,Kentucky,20605.32168771309,143116.40716060394,0,34342202.812855154,0,282727.5002442479,96680372.46412295,96397644.96
Prevention,Reshape Consumer Environments,Standardized Date Labels,Louisiana,20481.078038242933,145725.6539184942,0,34135130.06373822,0,280091.4004530503,94691235.08644985,94411143.69
Prevention,Reshape Consumer Environments,Standardized Date Labels,Maine,6675.770085254885,46845.06551250357,0,11126283.47542481,0,91637.06870190501,31380482.204313047,31288845.135611143
Prevention,Reshape Consumer Environments,Standardized Date Labels,Maryland,21102.780649522712,151901.3847,0,35171301.08253786,0,289256.3056758631,98566219.24050324,98276962.93482737
Prevention,Reshape Consumer Environments,Standardized Date Labels,Massachusetts,28329.694210944108,198053.21259657937,0,47216157.01824018,0,388339.9796,132358005.5558197,131969665.57622446
Prevention,Reshape Consumer Environments,Standardized Date Labels,Michigan,38465.97271885752,261467.0020415105,0,64109954.53,0,527504.3151,180043645.8116699,179516141.49660447
Prevention,Reshape Consumer Environments,Standardized Date Labels,Minnesota,22114.590699874152,140173.82293849898,0,36857651.16645692,0,301923.4004535513,101477599.97829022,101175676.57783666
Prevention,Reshape Consumer Environments,Standardized Date Labels,Mississippi,11771.421929805976,86574.16967150384,0,19619036.549676627,0,161376.88184174485,55020440.21903326,54859063.33719152
Prevention,Reshape Consumer Environments,Standardized Date Labels,Missouri,25975.797242406563,175745.69591253693,0,43292995.40401094,0,355215.29499243124,120065381.89410897,119710166.59911653
Prevention,Reshape Consumer Environments,Standardized Date Labels,Montana,3110.896260117881,21581.046982812946,0,5184827.100196468,0,42679.09709970735,14587607.056815013,14544927.959715305
Prevention,Reshape Consumer Environments,Standardized Date Labels,Nebraska,9960.865651623353,71232.43553147608,0,16601442.752705587,0,135650.44791760988,45191150.44476079,45055499.99684319
Prevention,Reshape Consumer Environments,Standardized Date Labels,Nevada,12721.924736350624,93677.95657419504,0,21203207.893917706,0,174016.0362391194,58872069.59378706,58698053.55754794
Prevention,Reshape Consumer Environments,Standardized Date Labels,New Hampshire,8280.357749,58395.50896988743,0,13800596.24864992,0,113713.49021127773,38999403.10715488,38885689.62
Prevention,Reshape Consumer Environments,Standardized Date Labels,New Jersey,31400.04279,223883.09226643585,0,52333404.644273505,0,430133.06308845966,146257632.95591986,145827499.8928314
Prevention,Reshape Consumer Environments,Standardized Date Labels,New Mexico,8716.930546829675,63519.70691966579,0,14528217.578049459,0,119500.52733620079,40740978.30581232,40621477.77847612
Prevention,Reshape Consumer Environments,Standardized Date Labels,New York,50086.92446075874,353169.1263957921,0,83478207.43,0,686416.7969,233754463.6520374,233068046.85513073
Prevention,Reshape Consumer Environments,Standardized Date Labels,North Carolina,45995.42357856743,334214.39849374164,0,76659039.29761238,0,630214.6699648267,214463083.2321294,213832868.56216457
Prevention,Reshape Consumer Environments,Standardized Date Labels,North Dakota,4164.328310521307,24108.37076947019,0,6940547.184202177,0,56637.960768821584,18782381.078277204,18725743.11750838
Prevention,Reshape Consumer Environments,Standardized Date Labels,Ohio,47888.09834372813,326400.2822895338,0,79813497.24,0,655824.7827,222800815.75794885,222144990.9752769
Prevention,Reshape Consumer Environments,Standardized Date Labels,Oklahoma,15562.70960843842,110570.39921204293,0,25937849.34739737,0,213112.8706719549,72379472.78976384,72166359.91909188
Prevention,Reshape Consumer Environments,Standardized Date Labels,Oregon,13475.416514097578,89494.52109499481,0,22459027.523495965,0,184553.36200115422,62707310.876179874,62522757.51417872
Prevention,Reshape Consumer Environments,Standardized Date Labels,Pennsylvania,46457.47897023769,323359.65657054796,0,77429131.61706282,0,636515.5251626506,216572093.5545716,215935578.02940896
Prevention,Reshape Consumer Environments,Standardized Date Labels,Rhode Island,3462.6784116273034,24615.02148716921,0,5771130.686045506,0,47493.01194,16218664.856530555,16171171.844590185
Prevention,Reshape Consumer Environments,Standardized Date Labels,South Carolina,22002.20324916744,161567.3523612859,0,36670338.748612404,0,301724.3093536819,102977985.33842339,102676261.0290697
Prevention,Reshape Consumer Environments,Standardized Date Labels,South Dakota,3726.430371810963,26933.948638467158,0,6210717.286351605,0,51122.29128,17471765.16538234,17420642.874100193
Prevention,Reshape Consumer Environments,Standardized Date Labels,Tennessee,31230.219635729827,216774.94071256745,0,52050366.05954972,0,427650.29398399434,145230402.7538512,144802752.4598672
Prevention,Reshape Consumer Environments,Standardized Date Labels,Texas,89762.33911,649364.2931193941,0,149603898.51509336,0,1226946.701666307,414083758.32181686,412856811.62015057
Prevention,Reshape Consumer Environments,Standardized Date Labels,Utah,11055.426144319124,73043.55330837339,0,18425710.240531877,0,151699.5271034699,51882760.88313793,51731061.35603445
Prevention,Reshape Consumer Environments,Standardized Date Labels,Vermont,2343.2095795688833,16617.998763560972,0,3905349.2992814723,0,32089.979292074448,10901637.629852721,10869547.650560647
Prevention,Reshape Consumer Environments,Standardized Date Labels,Virginia,36445.396193889144,263702.08308392746,0,60742326.98981525,0,499569.8254615685,170246050.83729002,169746481.01182845
Prevention,Reshape Consumer Environments,Standardized Date Labels,Washington,23625.635501262765,159870.80950447367,0,39376059.168771274,0,323706.13778043375,110152104.78762794,109828398.6498475
Prevention,Reshape Consumer Environments,Standardized Date Labels,West Virginia,7218.852905278136,50277.09183988666,0,12031421.508796895,0,99278.12998002306,34214555.78915235,34115277.65917233
Prevention,Reshape Consumer Environments,Standardized Date Labels,Wisconsin,21313.786827762626,145862.968,0,35522978.04627105,0,291612.46629892284,98742341.24480033,98450728.77850139
Prevention,Reshape Consumer Environments,Standardized Date Labels,Wyoming,2574.5928712540185,18249.698568804084,0,4290988.1187566975,0,35382.168379527415,12164482.917404693,12129100.749025166
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Alabama,91192.5296,76034.87402261532,0,0,93.56353537,22051952.07896321,20340460.34458341,-1711491.734
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Alaska,11895.194293241268,9756.624642597702,0,0,12.204469344865519,2876466.4789516395,2653218.732660611,-223247.7463
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Arizona,153284.59889545554,115710.43345128097,0,0,157.26999846673732,37066902.783828475,34190073.67108516,-2876829.113
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Arkansas,72836.60772580866,68797.24724728013,0,0,74.73035952667965,17613168.427427985,16246178.690109478,-1366989.737
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,California,676343.6688899538,491312.70623221825,0,0,693.9286042810926,163551754.08261484,150858207.75830805,-12693546.32
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Colorado,129241.57900371747,102496.98341255265,0,0,132.6018600578141,31252879.148195438,28827286.885606863,-2425592.263
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Connecticut,62860.06303039256,47907.707843097836,0,0,64.49442466918272,15200665.051301317,14020914.047888054,-1179751.003
